,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,gene,lookup gene in the geneID column,,
GO:0005788,CC,GO:0005788,endoplasmic reticulum lumen,6/102,311/19594,0.005743267,0.04358992,0.031622844,F2/PDGFB/APLP2/HSP90B1/MAPK3/THBS1,6,,1,,
GO:0008277,BP,GO:0008277,regulation of G protein-coupled receptor signaling pathway,4/101,138/18800,0.006552223,0.039372141,0.027305927,F2/MRAP2/GPER1/RGS6,4,,1,,
GO:0045745,BP,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,3/101,26/18800,0.000357673,0.007089354,0.004916709,F2/MRAP2/GPER1,3,,1,,
GO:0010001,BP,GO:0010001,glial cell differentiation,5/101,218/18800,0.006448592,0.039076242,0.027100711,F2/MAPK3/FGF10/EIF2B1/SOX2,5,,1,,
GO:0001530,MF,GO:0001530,lipopolysaccharide binding,3/100,34/18410,0.000823429,0.023246021,0.018802174,F2/LBP/HSPD1,3,,1,,
GO:0006953,BP,GO:0006953,acute-phase response,3/101,48/18800,0.002184273,0.020348959,0.014112699,F2/LBP/CEBPB,3,,1,,
GO:0060284,BP,GO:0060284,regulation of cell development,8/101,500/18800,0.005521296,0.035778294,0.024813471,F2/GPER1/VEGFC/UFL1/PPP1CC/CAPRIN2/CHD7/BNC1,8,,1,,
GO:0050767,BP,GO:0050767,regulation of neurogenesis,7/101,361/18800,0.003337254,0.026460263,0.018351098,F2/GPER1/VEGFC/UFL1/PPP1CC/CAPRIN2/CHD7,7,,1,,
GO:0051960,BP,GO:0051960,regulation of nervous system development,8/101,440/18800,0.002560564,0.021944533,0.015219284,F2/GPER1/VEGFC/UFL1/LRRN3/PPP1CC/CAPRIN2/CHD7,8,,1,,
GO:0097553,BP,GO:0097553,calcium ion transmembrane import into cytosol,7/101,154/18800,1.95E-05,0.001518848,0.001053373,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,7,,1,,
GO:0060402,BP,GO:0060402,calcium ion transport into cytosol,7/101,171/18800,3.82E-05,0.002246118,0.00155776,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,7,,1,,
GO:0060401,BP,GO:0060401,cytosolic calcium ion transport,7/101,190/18800,7.44E-05,0.003006337,0.002084997,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,7,,1,,
GO:0070588,BP,GO:0070588,calcium ion transmembrane transport,7/101,314/18800,0.001527632,0.016357734,0.011344648,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,7,,1,,
GO:0007204,BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,7/101,325/18800,0.001857632,0.018145393,0.012584451,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,7,,1,,
GO:0051480,BP,GO:0051480,regulation of cytosolic calcium ion concentration,7/101,356/18800,0.003090545,0.025013347,0.017347612,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,7,,1,,
GO:0051279,BP,GO:0051279,regulation of release of sequestered calcium ion into cytosol,6/101,80/18800,4.51E-06,0.000906362,0.000628593,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B,6,,1,,
GO:0010522,BP,GO:0010522,regulation of calcium ion transport into cytosol,6/101,103/18800,1.94E-05,0.001518848,0.001053373,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B,6,,1,,
GO:0051209,BP,GO:0051209,release of sequestered calcium ion into cytosol,6/101,121/18800,4.83E-05,0.002316035,0.00160625,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B,6,,1,,
GO:0051283,BP,GO:0051283,negative regulation of sequestering of calcium ion,6/101,122/18800,5.06E-05,0.002352938,0.001631843,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B,6,,1,,
GO:0051282,BP,GO:0051282,regulation of sequestering of calcium ion,6/101,124/18800,5.54E-05,0.002384298,0.001653592,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B,6,,1,,
GO:1903169,BP,GO:1903169,regulation of calcium ion transmembrane transport,6/101,156/18800,0.000196313,0.005014032,0.003477403,F2/GPER1/PRKD1/PDE4D/CHD7/PTK2B,6,,1,,
GO:0006874,BP,GO:0006874,cellular calcium ion homeostasis,8/101,456/18800,0.00318454,0.025640898,0.01778284,F2/GPER1/HSP90B1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,8,,1,,
GO:0055074,BP,GO:0055074,calcium ion homeostasis,8/101,468/18800,0.003725822,0.028455054,0.019734554,F2/GPER1/HSP90B1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,8,,1,,
GO:0072503,BP,GO:0072503,cellular divalent inorganic cation homeostasis,8/101,494/18800,0.005142394,0.034165671,0.023695062,F2/GPER1/HSP90B1/PRKD1/PDE4D/CHD7/PTK2B/GRIN2A,8,,1,,
GO:0051208,BP,GO:0051208,sequestering of calcium ion,7/101,128/18800,5.82E-06,0.000906362,0.000628593,F2/GPER1/HSP90B1/PRKD1/PDE4D/CHD7/PTK2B,7,,1,,
GO:0008022,MF,GO:0008022,protein C-terminus binding,7/100,179/18410,5.46E-05,0.004010873,0.003244131,EPB41/ZBTB16/MYO1C/PPP1CC/XRCC6/TCF4/PTK2B,7,,1,,
GO:0005545,MF,GO:0005545,1-phosphatidylinositol binding,2/100,15/18410,0.002928976,0.039812375,0.032201605,EPB41/EEA1,2,,1,,
GO:0019897,CC,GO:0019897,extrinsic component of plasma membrane,5/102,170/19594,0.001960439,0.020864821,0.015136641,EEA1/FER/IQGAP1/PTK2B/CDH1,5,,1,,
GO:0033632,BP,GO:0033632,regulation of cell-cell adhesion mediated by integrin,2/101,11/18800,0.001522882,0.016357734,0.011344648,DPP4/PODXL,2,,1,,
GO:0033631,BP,GO:0033631,cell-cell adhesion mediated by integrin,2/101,17/18800,0.003687397,0.028230782,0.019579014,DPP4/PODXL,2,,1,,
GO:0090022,BP,GO:0090022,regulation of neutrophil chemotaxis,3/101,33/18800,0.000730375,0.010422432,0.007228313,DPP4/LBP/JAM3,3,,1,,
GO:1902622,BP,GO:1902622,regulation of neutrophil migration,3/101,45/18800,0.001813004,0.017900435,0.012414564,DPP4/LBP/JAM3,3,,1,,
GO:0033628,BP,GO:0033628,regulation of cell adhesion mediated by integrin,3/101,48/18800,0.002184273,0.020348959,0.014112699,DPP4/JAM3/PODXL,3,,1,,
GO:0046834,BP,GO:0046834,lipid phosphorylation,2/101,15/18800,0.002866874,0.023758456,0.016477302,DGKI/DGKD,2,,1,,
GO:0046339,BP,GO:0046339,diacylglycerol metabolic process,2/101,26/18800,0.008539307,0.045406962,0.031491282,DGKI/DGKD,2,,1,,
GO:0007205,BP,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,2/101,27/18800,0.009190386,0.04757017,0.032991541,DGKI/DGKD,2,,1,,
GO:0004143,MF,GO:0004143,diacylglycerol kinase activity,2/100,11/18410,0.001556106,0.030057424,0.024311469,DGKI/DGKD,2,,1,,
GO:0003951,MF,GO:0003951,NAD+ kinase activity,2/100,17/18410,0.003766987,0.046082808,0.037273346,DGKI/DGKD,2,,1,,
GO:0031638,BP,GO:0031638,zymogen activation,3/101,64/18800,0.00494564,0.033501336,0.023234323,CYCS/THBS1/GRIN2A,3,,1,,
GO:0097202,BP,GO:0097202,activation of cysteine-type endopeptidase activity,2/101,19/18800,0.004604063,0.032382042,0.022458054,CYCS/GRIN2A,2,,1,,
GO:0051604,BP,GO:0051604,protein maturation,6/101,314/18800,0.006966779,0.040652588,0.028193961,CYCS/DPP4/THBS1/HSPD1/MMP16/GRIN2A,6,,1,,
GO:0035966,BP,GO:0035966,response to topologically incorrect protein,7/101,160/18800,2.50E-05,0.001808017,0.001253922,CUL3/UFL1/MBTPS2/THBS1/HSPD1/NCK1/HSPA8,7,,1,,
GO:0035967,BP,GO:0035967,cellular response to topologically incorrect protein,6/101,117/18800,4.00E-05,0.002257223,0.001565461,CUL3/UFL1/MBTPS2/HSPD1/NCK1/HSPA8,6,,1,,
GO:0044772,BP,GO:0044772,mitotic cell cycle phase transition,7/101,440/18800,0.009579056,0.049092663,0.034047442,CUL3/RDX/ABCB1/FGF10/FOXM1/CCNE1/CHEK1,7,,1,,
GO:0001824,NA,GO:0001824,blastocyst development,4/101,113/18800,0.003229111,0.025733785,0.017847261,CUL3/HAND1/CNOT1/CHEK1,4,,1,,
GO:0001829,NA,GO:0001829,trophectodermal cell differentiation,3/101,19/18800,0.000136993,0.004162075,0.002886541,CUL3/HAND1/CNOT1,3,,1,,
GO:0001825,NA,GO:0001825,blastocyst formation,3/101,43/18800,0.001589054,0.01689929,0.011720236,CUL3/HAND1/CNOT1,3,,1,,
GO:0072576,BP,GO:0072576,liver morphogenesis,2/101,23/18800,0.006717403,0.039652506,0.02750037,CUL3/CEBPB,2,,1,,
GO:0031032,BP,GO:0031032,actomyosin structure organization,5/101,199/18800,0.004406232,0.031708591,0.021990993,CUL3/CDC42BPB/EPB41/TMEFF2/PTK2B,5,,1,,
GO:0031625,MF,GO:0031625,ubiquitin protein ligase binding,7/100,298/18410,0.001203481,0.025981035,0.021014346,CUL3/ABCB1/PPARGC1A/UBA52/HSPD1/PTK2B/HSPA8,7,,1,,
GO:0044389,MF,GO:0044389,ubiquitin-like protein ligase binding,8/100,317/18410,0.000333587,0.011129673,0.009002059,CUL3/ABCB1/PPARGC1A/UBA52/HSPD1/CEBPB/PTK2B/HSPA8,8,,1,,
GO:0007613,BP,GO:0007613,memory,4/101,122/18800,0.004246479,0.031061097,0.021541934,CSMD1/PRKCZ/CEBPB/GRIN2A,4,,1,,
GO:0050890,BP,GO:0050890,cognition,7/101,306/18800,0.001317878,0.015322793,0.010626881,CSMD1/NLGN4X/MEF2C/PRKCZ/CHD7/CEBPB/GRIN2A,7,,1,,
GO:0007611,BP,GO:0007611,learning or memory,6/101,264/18800,0.003018762,0.024636282,0.017086104,CSMD1/NLGN4X/MEF2C/PRKCZ/CEBPB/GRIN2A,6,,1,,
GO:0001964,BP,GO:0001964,startle response,2/101,24/18800,0.007302565,0.041222453,0.028589182,CSMD1/GRIN2A,2,,1,,
GO:0046660,BP,GO:0046660,female sex differentiation,4/101,124/18800,0.00449877,0.032151759,0.022298345,CSMD1/FGF10/CHD7/CEBPB,4,,1,,
GO:0061180,NA,GO:0061180,mammary gland epithelium development,3/101,68/18800,0.005857726,0.037023678,0.025677188,CSMD1/FGF10/CEBPB,3,,1,,
GO:0048732,BP,GO:0048732,gland development,8/101,431/18800,0.002254433,0.020757589,0.014396098,CSMD1/CUL3/MAPK3/FGF10/EDA/CEBPB/CDH1/SOX2,8,,1,,
GO:0022612,BP,GO:0022612,gland morphogenesis,5/101,123/18800,0.000530207,0.008649873,0.005998983,CSMD1/CUL3/FGF10/EDA/CEBPB,5,,1,,
GO:0008408,MF,GO:0008408,3'-5' exonuclease activity,3/100,54/18410,0.003155553,0.04136029,0.033453611,CNOT1/POLD1/PARN,3,,1,,
GO:0016796,MF,GO:0016796,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",3/100,59/18410,0.004055669,0.046513455,0.037621667,CNOT1/POLD1/PARN,3,,1,,
GO:0000289,BP,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,3/101,28/18800,0.000447169,0.008148414,0.005651204,CNOT1/PARN/MLH1,3,,1,,
GO:0004535,MF,GO:0004535,poly(A)-specific ribonuclease activity,2/100,13/18410,0.002191265,0.034601265,0.027986682,CNOT1/PARN,2,,1,,
GO:0032535,BP,GO:0032535,regulation of cellular component size,7/101,351/18800,0.002858073,0.023758456,0.016477302,CLCN3/RDX/PRKCD/FER/PTK2B/NCK1/AKT3,7,,1,,
GO:0016324,CC,GO:0016324,apical plasma membrane,9/102,358/19594,0.000105568,0.00347202,0.00251882,CLCN3/RDX/ABCB1/DPP4/PDE4D/PRKCZ/PAPPA2/CD34/PODXL,9,,1,,
GO:0045177,CC,GO:0045177,apical part of cell,10/102,424/19594,7.32E-05,0.00270996,0.001965974,CLCN3/RDX/ABCB1/DPP4/PDE4D/PRKCZ/EDA/PAPPA2/CD34/PODXL,10,,1,,
GO:0098978,CC,GO:0098978,glutamatergic synapse,8/102,319/19594,0.000263194,0.00460003,0.003337148,CLCN3/NLGN4X/PRKCZ/PPP1CC/PTK2B/HSPA8/CDH1/GRIN2A,8,,1,,
GO:0060077,CC,GO:0060077,inhibitory synapse,2/102,19/19594,0.004331187,0.036629471,0.026573301,CLCN3/NLGN4X,2,,1,,
GO:0035249,BP,GO:0035249,"synaptic transmission, glutamatergic",4/101,94/18800,0.001652651,0.01710851,0.011865337,CLCN3/MEF2C/DGKI/PTK2B,4,,1,,
GO:0018107,BP,GO:0018107,peptidyl-threonine phosphorylation,4/101,115/18800,0.003438994,0.026932643,0.01867871,CDC42BPB/PRKD1/PRKCD/CHEK1,4,,1,,
GO:0018210,BP,GO:0018210,peptidyl-threonine modification,4/101,124/18800,0.00449877,0.032151759,0.022298345,CDC42BPB/PRKD1/PRKCD/CHEK1,4,,1,,
GO:0007163,BP,GO:0007163,establishment or maintenance of cell polarity,5/101,219/18800,0.006571716,0.039379747,0.027311202,CDC42BPB/FGF10/PRKCZ/PTK2B/JAM3,5,,1,,
GO:0031532,BP,GO:0031532,actin cytoskeleton reorganization,4/101,111/18800,0.003028144,0.024636282,0.017086104,CDC42BPB/FGF10/FER/PTK2B,4,,1,,
GO:0031267,MF,GO:0031267,small GTPase binding,6/100,267/18410,0.003364417,0.042577275,0.034437951,CDC42BPB/DOCK4/RIMS1/FER/MYO1C/IQGAP1,6,,1,,
GO:0006260,BP,GO:0006260,DNA replication,6/101,280/18800,0.004025975,0.03030178,0.021015321,CCNE1/YY1/CHEK1/POLD1/SRPK2/SSRP1,6,,1,,
GO:0030027,CC,GO:0030027,lamellipodium,8/102,202/19594,1.06E-05,0.001049205,0.000761159,ARAP3/RDX/CDC42BPB/DPP4/FER/PTK2B/PODXL/CDH1,8,,1,,
GO:0031252,CC,GO:0031252,cell leading edge,13/102,416/19594,2.50E-07,7.39E-05,5.36E-05,ARAP3/GPER1/CLCN3/RDX/CDC42BPB/DPP4/FER/MYO1C/PRKCZ/IQGAP1/PTK2B/PODXL/CDH1,13,,1,,
GO:0001726,CC,GO:0001726,ruffle,5/102,177/19594,0.002336754,0.023055974,0.01672624,ARAP3/CLCN3/MYO1C/IQGAP1/PODXL,5,,1,,
GO:0004674,MF,GO:0004674,protein serine/threonine kinase activity,11/100,430/18410,2.18E-05,0.003721642,0.003010191,ACVR2A/VRK2/MAPK3/CDC42BPB/PRKD1/PRKCD/PRKCZ/CHEK1/SRPK2/PTK2B/AKT3,11,,1,,
GO:0045667,BP,GO:0045667,regulation of osteoblast differentiation,5/101,136/18800,0.000836068,0.011506272,0.007979994,ACVR2A/VEGFC/MEF2C/PRKD1/CEBPB,5,,1,,
GO:0001649,BP,GO:0001649,osteoblast differentiation,8/101,241/18800,4.70E-05,0.002316035,0.00160625,ACVR2A/SATB2/VEGFC/UFL1/MEF2C/PRKD1/CEBPB/SOX2,8,,1,,
GO:0001503,BP,GO:0001503,ossification,12/101,420/18800,2.62E-06,0.000680239,0.000471769,ACVR2A/SATB2/VEGFC/UFL1/MAPK3/MEF2C/PRKD1/ZBTB16/CEBPB/PTK2B/MMP16/SOX2,12,,1,,
GO:0050673,BP,GO:0050673,epithelial cell proliferation,11/101,443/18800,2.60E-05,0.001839716,0.001275906,ACVR2A/PDGFB/VEGFC/FGF10/MEF2C/PRKD1/THBS1/CEBPB/CD34/AKT3/SOX2,11,,1,,
GO:0048608,BP,GO:0048608,reproductive structure development,7/101,433/18800,0.008817432,0.046552234,0.032285567,ACVR2A/PDGFB/CSMD1/HAND1/FGF10/CHD7/CEBPB,7,,1,,
GO:0061458,BP,GO:0061458,reproductive system development,7/101,436/18800,0.009138162,0.04757017,0.032991541,ACVR2A/PDGFB/CSMD1/HAND1/FGF10/CHD7/CEBPB,7,,1,,
GO:1903706,BP,GO:1903706,regulation of hemopoiesis,7/101,371/18800,0.003875625,0.029311764,0.020328711,ACVR2A/MEF2C/ZBTB16/PRKCZ/XRCC6/CEBPB/PTK2B,7,,1,,
GO:0045637,BP,GO:0045637,regulation of myeloid cell differentiation,5/101,208/18800,0.005305213,0.034945638,0.024235996,ACVR2A/MEF2C/ZBTB16/CEBPB/PTK2B,5,,1,,
GO:0045778,BP,GO:0045778,positive regulation of ossification,3/101,51/18800,0.00259953,0.022071214,0.015307142,ACVR2A/MEF2C/ZBTB16,3,,1,,
GO:0030500,BP,GO:0030500,regulation of bone mineralization,3/101,81/18800,0.009485154,0.048771848,0.033824946,ACVR2A/MEF2C/PTK2B,3,,1,,
GO:0045669,BP,GO:0045669,positive regulation of osteoblast differentiation,4/101,74/18800,0.000676755,0.009929644,0.006886548,ACVR2A/MEF2C/PRKD1/CEBPB,4,,1,,
GO:0070167,BP,GO:0070167,regulation of biomineral tissue development,4/101,101/18800,0.002150343,0.020304455,0.014081835,ACVR2A/MEF2C/CEBPB/PTK2B,4,,1,,
GO:0110149,BP,GO:0110149,regulation of biomineralization,4/101,103/18800,0.002309611,0.021043126,0.014594128,ACVR2A/MEF2C/CEBPB/PTK2B,4,,1,,
GO:0070169,BP,GO:0070169,positive regulation of biomineral tissue development,3/101,52/18800,0.002748015,0.023205459,0.01609378,ACVR2A/MEF2C/CEBPB,3,,1,,
GO:0110151,BP,GO:0110151,positive regulation of biomineralization,3/101,53/18800,0.002901632,0.023919272,0.016588834,ACVR2A/MEF2C/CEBPB,3,,1,,
GO:0030278,BP,GO:0030278,regulation of ossification,5/101,118/18800,0.000438499,0.008037423,0.005574228,ACVR2A/MAPK3/MEF2C/ZBTB16/PTK2B,5,,1,,
GO:0007368,BP,GO:0007368,determination of left/right symmetry,4/101,128/18800,0.005033288,0.03387414,0.023492875,ACVR2A/HAND1/FGF10/MEF2C,4,,1,,
GO:0009855,BP,GO:0009855,determination of bilateral symmetry,4/101,138/18800,0.006552223,0.039372141,0.027305927,ACVR2A/HAND1/FGF10/MEF2C,4,,1,,
GO:0009799,BP,GO:0009799,specification of symmetry,4/101,139/18800,0.006719038,0.039652506,0.02750037,ACVR2A/HAND1/FGF10/MEF2C,4,,1,,
GO:0042476,BP,GO:0042476,odontogenesis,5/101,130/18800,0.000681946,0.009929644,0.006886548,ACVR2A/HAND1/FGF10/EDA/CD34,5,,1,,
GO:0042475,BP,GO:0042475,odontogenesis of dentin-containing tooth,4/101,90/18800,0.00140759,0.015738082,0.010914899,ACVR2A/HAND1/FGF10/EDA,4,,1,,
GO:0032925,BP,GO:0032925,regulation of activin receptor signaling pathway,2/101,26/18800,0.008539307,0.045406962,0.031491282,ACVR2A/FGF10,2,,1,,
GO:0006970,BP,GO:0006970,response to osmotic stress,3/101,79/18800,0.008859267,0.046552234,0.032285567,ABCB1/PAPPA2/PTK2B,3,,1,,
